Test Case      Vehicle        Objective      Distance       Delay          Time           Fail Num       
lr201          6.000000       1329.759865    1329.759865    0.000000       65.869000      0              
lr201          6.000000       1329.759865    1329.759865    0.000000       67.022000      0              
lr201          6.000000       1329.759865    1329.759865    0.000000       67.346000      0              
lr201          6.000000       1329.759865    1329.759865    0.000000       67.042000      0              
lr201          6.000000       1321.015351    1321.015351    0.000000       61.136000      0              
avg            6.000000       1328.010962    1328.010962    0.000000       65.683000      0              
lr202          5.000000       1415.578467    1414.918877    0.219863       73.674000      0              
lr202          6.000000       1395.515944    1395.515944    0.000000       72.067000      0              
lr202          6.000000       1395.515944    1395.515944    0.000000       73.051000      0              
lr202          6.000000       1395.515944    1395.515944    0.000000       73.703000      0              
lr202          6.000000       1409.804551    1409.804551    0.000000       72.297000      0              
avg            5.800000       1402.386170    1402.254252    0.043973       72.958000      0              
lr203          4.000000       1157.910689    1157.910689    0.000000       165.519000     0              
lr203          5.000000       1159.294022    1159.294022    0.000000       117.036000     0              
lr203          5.000000       1160.441455    1160.441455    0.000000       116.934000     0              
lr203          4.000000       1157.910689    1157.910689    0.000000       167.763000     0              
lr203          4.000000       1157.910689    1157.910689    0.000000       164.859000     0              
avg            4.400000       1158.693509    1158.693509    0.000000       146.422000     0              
lr204          4.000000       1111.173266    1111.173266    0.000000       137.632000     0              
lr204          4.000000       1111.173266    1111.173266    0.000000       167.791000     0              
lr204          4.000000       1111.173266    1111.173266    0.000000       139.818000     0              
lr204          4.000000       1111.173266    1111.173266    0.000000       138.211000     0              
lr204          4.000000       1133.814105    1133.814105    0.000000       139.398000     0              
avg            4.000000       1115.701434    1115.701434    0.000000       144.570000     0              
lr205          4.000000       1179.259160    1179.259160    0.000000       120.794000     0              
lr205          4.000000       1179.170177    1179.170177    0.000000       120.631000     0              
lr205          4.000000       1179.170177    1179.170177    0.000000       115.533000     0              
lr205          4.000000       1179.170177    1179.170177    0.000000       116.052000     0              
lr205          4.000000       1179.170177    1179.170177    0.000000       113.484000     0              
avg            4.000000       1179.187974    1179.187974    0.000000       117.298000     0              
lr206          5.000000       1223.475314    1223.475314    0.000000       78.718000      0              
lr206          5.000000       1223.475314    1223.475314    0.000000       79.319000      0              
lr206          6.000000       1207.568219    1207.568219    0.000000       62.716000      0              
lr206          6.000000       1207.568219    1207.568219    0.000000       63.237000      0              
lr206          6.000000       1207.568219    1207.568219    0.000000       62.901000      0              
avg            5.600000       1213.931057    1213.931057    0.000000       69.378000      0              
lr207          4.000000       1226.304105    1226.304105    0.000000       110.765000     0              
lr207          4.000000       1226.304105    1226.304105    0.000000       112.231000     0              
lr207          4.000000       1226.304105    1226.304105    0.000000       112.414000     0              
lr207          4.000000       1226.304105    1226.304105    0.000000       109.978000     0              
lr207          4.000000       1226.304105    1226.304105    0.000000       112.075000     0              
avg            4.000000       1226.304105    1226.304105    0.000000       111.492000     0              
lr208          5.000000       1069.271577    1064.656277    1.538433       147.639000     0              
lr208          5.000000       1069.271577    1064.656277    1.538433       148.993000     0              
lr208          4.000000       1066.656655    1066.656655    0.000000       167.422000     0              
lr208          4.000000       1096.403880    1096.403880    0.000000       133.551000     0              
lr208          5.000000       1069.643294    1065.027995    1.538433       149.957000     0              
avg            4.600000       1074.249396    1071.480217    0.923060       149.512000     0              
lr209          5.000000       1118.832613    1118.832613    0.000000       114.557000     0              
lr209          5.000000       1121.905764    1121.905764    0.000000       101.899000     0              
lr209          5.000000       1115.871200    1115.871200    0.000000       111.405000     0              
lr209          5.000000       1116.098260    1116.098260    0.000000       104.976000     0              
lr209          5.000000       1112.231880    1112.231880    0.000000       105.575000     0              
avg            5.000000       1116.987943    1116.987943    0.000000       107.682000     0              
lr210          4.000000       1082.417251    1082.417251    0.000000       117.110000     0              
lr210          4.000000       1082.417251    1082.417251    0.000000       115.992000     0              
lr210          4.000000       1082.417251    1082.417251    0.000000       127.877000     0              
lr210          4.000000       1082.417251    1082.417251    0.000000       114.821000     0              
lr210          4.000000       1082.417251    1082.417251    0.000000       115.883000     0              
avg            4.000000       1082.417251    1082.417251    0.000000       118.336000     0              
lr211          6.000000       1380.910359    1380.910359    0.000000       64.331000      0              
lr211          6.000000       1371.510328    1371.510328    0.000000       57.123000      0              
lr211          6.000000       1384.481946    1380.460721    1.340408       64.891000      0              
lr211          6.000000       1371.510328    1371.510328    0.000000       61.214000      0              
lr211          7.000000       1384.147794    1384.147794    0.000000       61.387000      0              
avg            6.200000       1378.512151    1377.707906    0.268082       61.789000      0
