Test Case      Vehicle        Objective      Distance       Delay          Time           Fail Num       
lr101          20.000000      1690.153033    1690.153033    0.000000       14.630000      0              
lr101          20.000000      1690.153033    1690.153033    0.000000       14.379000      0              
lr101          20.000000      1690.153033    1690.153033    0.000000       12.245000      0              
lr101          20.000000      1690.153033    1690.153033    0.000000       14.723000      0              
lr101          20.000000      1690.153033    1690.153033    0.000000       12.767000      0              
avg            20.000000      1690.153033    1690.153033    0.000000       13.748000      0              
lr102          17.000000      1505.289527    1493.863572    3.808652       18.774000      0              
lr102          17.000000      1505.289527    1493.863572    3.808652       19.188000      0              
lr102          17.000000      1505.289527    1493.863572    3.808652       18.989000      0              
lr102          17.000000      1505.289527    1493.863572    3.808652       19.679000      0              
lr102          17.000000      1505.289527    1493.863572    3.808652       18.643000      0              
avg            17.000000      1505.289527    1493.863572    3.808652       19.054000      0              
lr103          13.000000      1317.459286    1317.459286    0.000000       21.697000      0              
lr103          13.000000      1317.459286    1317.459286    0.000000       21.924000      0              
lr103          13.000000      1317.459286    1317.459286    0.000000       20.863000      0              
lr103          13.000000      1317.459286    1317.459286    0.000000       21.666000      0              
lr103          13.000000      1317.459286    1317.459286    0.000000       20.462000      0              
avg            13.000000      1317.459286    1317.459286    0.000000       21.322000      0              
lr104          10.000000      1029.998226    1029.998226    0.000000       29.464000      0              
lr104          10.000000      1029.998226    1029.998226    0.000000       29.129000      0              
lr104          9.000000       1015.277341    1013.476779    0.600188       30.271000      0              
lr104          10.000000      1029.998226    1029.998226    0.000000       29.171000      0              
lr104          9.000000       1013.389290    1013.389290    0.000000       30.226000      0              
avg            9.600000       1023.732262    1023.372150    0.120038       29.652000      0              
lr105          14.000000      1382.779336    1382.779336    0.000000       18.031000      0              
lr105          14.000000      1382.779336    1382.779336    0.000000       17.493000      0              
lr105          14.000000      1382.779336    1382.779336    0.000000       19.726000      0              
lr105          14.000000      1382.779336    1382.779336    0.000000       18.001000      0              
lr105          14.000000      1382.779336    1382.779336    0.000000       18.065000      0              
avg            14.000000      1382.779336    1382.779336    0.000000       18.263000      0              
lr106          15.000000      1421.566078    1408.237547    4.442844       17.734000      0              
lr106          15.000000      1421.566078    1408.237547    4.442844       17.805000      0              
lr106          15.000000      1421.566078    1408.237547    4.442844       17.815000      0              
lr106          15.000000      1421.566078    1408.237547    4.442844       17.185000      0              
lr106          15.000000      1421.566078    1408.237547    4.442844       17.847000      0              
avg            15.000000      1421.566078    1408.237547    4.442844       17.677000      0              
lr107          14.000000      1395.244521    1393.159456    0.695022       20.126000      0              
lr107          14.000000      1395.244521    1393.159456    0.695022       21.021000      0              
lr107          14.000000      1395.244521    1393.159456    0.695022       20.260000      0              
lr107          14.000000      1395.244521    1393.159456    0.695022       20.899000      0              
lr107          14.000000      1396.071296    1396.071296    0.000000       20.860000      0              
avg            14.000000      1395.409876    1393.741824    0.556017       20.633000      0              
lr108          11.000000      1176.126395    1176.009671    0.038908       24.480000      0              
lr108          12.000000      1179.265263    1178.490703    0.258187       23.827000      0              
lr108          11.000000      1176.126395    1176.009671    0.038908       24.536000      0              
lr108          11.000000      1176.126395    1176.009671    0.038908       23.805000      0              
lr108          11.000000      1176.126395    1176.009671    0.038908       23.156000      0              
avg            11.200000      1176.754168    1176.505877    0.082764       23.960000      0              
lr109          13.000000      1306.216006    1305.915084    0.100307       20.650000      0              
lr109          13.000000      1305.319719    1305.018796    0.100307       20.620000      0              
lr109          13.000000      1306.216006    1305.915084    0.100307       22.134000      0              
lr109          13.000000      1305.319719    1305.018796    0.100307       20.110000      0              
lr109          13.000000      1306.216006    1305.915084    0.100307       20.449000      0              
avg            13.000000      1305.857491    1305.556569    0.100307       20.792000      0              
lr110          17.000000      1427.301613    1423.638179    1.221145       18.288000      0              
lr110          17.000000      1427.301613    1423.638179    1.221145       17.941000      0              
lr110          17.000000      1427.301613    1423.638179    1.221145       17.504000      0              
lr110          17.000000      1427.301613    1423.638179    1.221145       17.673000      0              
lr110          17.000000      1430.097254    1426.433819    1.221145       18.020000      0              
avg            17.000000      1427.860742    1424.197307    1.221145       17.885000      0              
lr111          13.000000      1314.591912    1314.591912    0.000000       24.920000      0              
lr111          13.000000      1314.591912    1314.591912    0.000000       24.026000      0              
lr111          13.000000      1314.591912    1314.591912    0.000000       24.237000      0              
lr111          13.000000      1314.591912    1314.591912    0.000000       25.009000      0              
lr111          13.000000      1314.591912    1314.591912    0.000000       24.183000      0              
avg            13.000000      1314.591912    1314.591912    0.000000       24.475000      0              
lr112          21.000000      1778.654440    1737.036973    13.872489      14.647000      0              
lr112          22.000000      1776.088725    1770.682438    1.802096       14.069000      0              
lr112          22.000000      1775.655503    1770.249216    1.802096       14.399000      0              
lr112          22.000000      1775.655503    1770.249216    1.802096       14.227000      0              
lr112          22.000000      1775.655503    1770.249216    1.802096       14.214000      0              
avg            21.800000      1776.341935    1763.693412    4.216174       14.311000      0              
