Test Case      Vehicle        Objective      Distance       Delay          Time           Fail Num       
lr110          16.000000      1406.481845    1391.635237    14.846608      23.387000      0              
lr110          15.000000      1404.290945    1388.632584    15.658360      22.100000      0              
lr110          16.000000      1402.427458    1386.769098    15.658360      23.501000      0              
lr110          16.000000      1404.434889    1382.420979    22.013910      23.862000      0              
lr110          16.000000      1403.645935    1380.820273    22.825663      23.241000      0              
avg            15.800000      1404.256215    1386.055634    18.200580      23.218000      0              
lr111          13.000000      1310.644349    1277.866737    32.777612      28.120000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       27.684000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       27.676000      0              
lr111          14.000000      1309.291140    1287.278043    22.013097      29.547000      0              
lr111          13.000000      1305.119527    1298.607863    6.511663       27.943000      0              
avg            13.200000      1306.978925    1292.113785    14.865140      28.194000      0              
LR1_2_2        19.000000      4292.262523    4229.226837    63.035686      142.675000     0              
LR1_2_2        19.000000      4287.283308    4224.247621    63.035686      134.852000     0              
LR1_2_2        19.000000      4261.756804    4208.294461    53.462344      135.412000     0              
LR1_2_2        19.000000      4267.843982    4211.477669    56.366313      135.439000     0              
LR1_2_2        19.000000      4262.864767    4206.498453    56.366313      136.846000     0              
avg            19.000000      4274.402277    4215.949008    58.453269      137.044000     0              
LR1_2_7        14.000000      3254.136281    3076.321471    177.814809     246.465000     0              
LR1_2_7        15.000000      3257.271270    3182.523522    74.747748      248.284000     0              
LR1_2_7        14.000000      3254.564037    3135.024950    119.539087     246.742000     0              
LR1_2_7        15.000000      3223.014474    3113.755183    109.259291     247.735000     0              
LR1_2_7        14.000000      3282.089578    3129.224867    152.864712     250.812000     0              
avg            14.400000      3254.215128    3127.369999    126.845129     248.007000     0              
lr202          5.000000       1394.032315    1370.876331    23.155984      99.354000      0              
lr202          5.000000       1399.622935    1376.466951    23.155984      97.195000      0              
lr202          5.000000       1394.032315    1370.876331    23.155984      98.503000      0              
lr202          6.000000       1394.524537    1378.398627    16.125910      97.208000      0              
lr202          5.000000       1394.032315    1370.876331    23.155984      100.720000     0              
avg            5.200000       1395.248883    1373.498914    21.749969      98.596000      0              
lr203          4.000000       1142.020595    1117.939949    24.080646      163.291000     0              
lr203          4.000000       1157.131320    1138.745512    18.385808      164.872000     0              
lr203          4.000000       1140.673930    1122.288122    18.385808      187.024000     0              
lr203          4.000000       1141.388766    1123.002958    18.385808      184.888000     0              
lr203          4.000000       1142.160652    1118.080006    24.080646      186.320000     0              
avg            4.000000       1144.675053    1124.011310    20.663743      177.279000     0              
