Test Case      Vehicle        Objective      Distance       Delay          Time           Fail Num       
lr110          16.000000      1405.692891    1390.034531    15.658360      20.778000      0              
lr110          16.000000      1403.216413    1388.369805    14.846608      20.563000      0              
lr110          16.000000      1406.481845    1391.635237    14.846608      21.017000      0              
lr110          16.000000      1405.692891    1390.034531    15.658360      20.618000      0              
lr110          16.000000      1405.692891    1390.034531    15.658360      21.051000      0              
avg            16.000000      1405.355386    1390.021727    15.333659      20.805000      0              
lr111          13.000000      1306.257590    1303.290181    2.967409       25.805000      0              
lr111          14.000000      1309.381858    1288.356739    21.025119      25.867000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       25.887000      0              
lr111          13.000000      1309.570045    1297.858648    11.711397      25.968000      0              
lr111          13.000000      1305.569835    1299.058172    6.511663       26.077000      0              
avg            13.200000      1307.139826    1297.394376    9.745450       25.920000      0              
LR1_2_2        19.000000      4267.843982    4211.477669    56.366313      140.958000     0              
LR1_2_2        19.000000      4292.262523    4229.226837    63.035686      130.678000     0              
LR1_2_2        19.000000      4281.440446    4221.653534    59.786912      137.230000     0              
LR1_2_2        19.000000      4296.086400    4220.266490    75.819909      135.384000     0              
LR1_2_2        19.000000      4289.190072    4226.154386    63.035686      133.084000     0              
avg            19.000000      4285.364685    4221.755783    63.608901      135.466000     0              
LR1_2_7        15.000000      3222.830773    3103.870492    118.960280     236.139000     0              
LR1_2_7        15.000000      3222.639698    3103.826899    118.812799     234.894000     0              
LR1_2_7        15.000000      3223.600542    3108.914691    114.685851     239.799000     0              
LR1_2_7        15.000000      3222.161925    3109.500435    112.661490     236.855000     0              
LR1_2_7        15.000000      3222.208932    3103.248651    118.960280     237.531000     0              
avg            15.000000      3222.688374    3105.872234    116.816140     237.043000     0              
lr202          6.000000       1395.692456    1379.597955    16.094500      98.646000      0              
lr202          6.000000       1399.177228    1381.611443    17.565786      100.489000     0              
lr202          5.000000       1393.016071    1386.134251    6.881820       89.009000      0              
lr202          6.000000       1395.682273    1383.381956    12.300316      100.878000     0              
lr202          6.000000       1392.741061    1376.615151    16.125910      100.902000     0              
avg            5.800000       1395.261818    1381.468151    13.793666      97.984000      0              
lr203          4.000000       1174.949470    1161.130703    13.818767      157.552000     0              
lr203          4.000000       1148.285857    1125.361563    22.924294      196.859000     0              
lr203          4.000000       1178.311133    1173.744092    4.567041       127.813000     0              
lr203          4.000000       1141.282539    1122.896731    18.385808      194.354000     0              
lr203          4.000000       1204.894544    1200.327503    4.567041       123.065000     0              
avg            4.000000       1169.544709    1156.692118    12.852590      159.928000     0              
