Test Case      Vehicle        Objective      Distance       Delay          Time           Fail Num       
lr201          6.000000       1331.491012    1331.491012    0.000000       85.352000      0              
lr201          6.000000       1323.539380    1323.539380    0.000000       85.132000      0              
lr201          6.000000       1329.759865    1329.759865    0.000000       84.889000      0              
lr201          6.000000       1329.759865    1329.759865    0.000000       86.577000      0              
lr201          5.000000       1332.036602    1332.036602    0.000000       86.570000      0              
avg            5.800000       1329.317345    1329.317345    0.000000       85.704000      0              
lr202          6.000000       1395.515944    1395.515944    0.000000       105.866000     0              
lr202          6.000000       1406.437668    1406.437668    0.000000       107.328000     0              
lr202          5.000000       1388.972859    1377.090152    3.960902       119.958000     0              
lr202          5.000000       1392.242856    1380.360149    3.960902       101.187000     0              
lr202          5.000000       1383.490679    1371.607972    3.960902       102.070000     0              
avg            5.400000       1393.332001    1386.202377    2.376541       107.281000     0              
lr203          5.000000       1160.241408    1158.032227    0.736394       171.805000     0              
lr203          4.000000       1157.910689    1157.910689    0.000000       254.756000     0              
lr203          4.000000       1157.910689    1157.910689    0.000000       254.096000     0              
lr203          4.000000       1157.910689    1157.910689    0.000000       248.593000     0              
lr203          4.000000       1179.654169    1179.654169    0.000000       190.002000     0              
avg            4.200000       1162.725529    1162.283693    0.147279       223.850000     0              
lr204          4.000000       1111.702189    1111.702189    0.000000       165.164000     0              
lr204          4.000000       1111.173266    1111.173266    0.000000       163.130000     0              
lr204          4.000000       1111.173266    1111.173266    0.000000       165.553000     0              
lr204          4.000000       1111.173266    1111.173266    0.000000       164.323000     0              
lr204          4.000000       1111.173266    1111.173266    0.000000       165.252000     0              
avg            4.000000       1111.279050    1111.279050    0.000000       164.684000     0              
lr205          4.000000       1179.259160    1179.259160    0.000000       144.324000     0              
lr205          4.000000       1179.170177    1179.170177    0.000000       145.842000     0              
lr205          4.000000       1179.170177    1179.170177    0.000000       148.225000     0              
lr205          4.000000       1179.170177    1179.170177    0.000000       150.700000     0              
lr205          4.000000       1179.170177    1179.170177    0.000000       152.119000     0              
avg            4.000000       1179.187974    1179.187974    0.000000       148.242000     0              
lr206          5.000000       1227.149484    1226.977082    0.057467       132.436000     0              
lr206          6.000000       1207.568219    1207.568219    0.000000       96.199000      0              
lr206          5.000000       1227.149484    1226.977082    0.057467       131.463000     0              
lr206          5.000000       1231.952777    1227.130788    1.607330       122.583000     0              
lr206          6.000000       1207.568219    1207.568219    0.000000       95.398000      0              
avg            5.400000       1220.277637    1219.244278    0.344453       115.615000     0              
lr207          4.000000       1226.304105    1226.304105    0.000000       180.410000     0              
lr207          4.000000       1255.341674    1255.341674    0.000000       209.719000     0              
lr207          4.000000       1226.304105    1226.304105    0.000000       178.214000     0              
lr207          4.000000       1226.304105    1226.304105    0.000000       181.214000     0              
lr207          4.000000       1226.304105    1226.304105    0.000000       183.169000     0              
avg            4.000000       1232.111619    1232.111619    0.000000       186.545000     0              
lr208          5.000000       1071.987480    1071.987480    0.000000       166.295000     0              
lr208          4.000000       1070.950515    1064.548140    2.134125       174.447000     0              
lr208          4.000000       1070.939966    1070.939966    0.000000       173.276000     0              
lr208          5.000000       1070.672112    1070.672112    0.000000       172.466000     0              
lr208          4.000000       1066.628426    1066.628426    0.000000       177.661000     0              
avg            4.400000       1070.235700    1068.955225    0.426825       172.829000     0              
lr209          5.000000       1133.698151    1123.096932    3.533740       152.088000     0              
lr209          5.000000       1119.011130    1119.011130    0.000000       230.177000     0              
lr209          5.000000       1130.945376    1126.824499    1.373626       166.196000     0              
lr209          5.000000       1134.116071    1134.116071    0.000000       158.310000     0              
lr209          5.000000       1135.604778    1135.604778    0.000000       160.436000     0              
avg            5.000000       1130.675101    1127.730682    0.981473       173.441000     0              
lr210          4.000000       1082.417251    1082.417251    0.000000       183.804000     0              
lr210          4.000000       1082.417251    1082.417251    0.000000       184.320000     0              
lr210          4.000000       1082.417251    1082.417251    0.000000       184.987000     0              
lr210          4.000000       1082.417251    1082.417251    0.000000       183.196000     0              
lr210          4.000000       1082.417251    1082.417251    0.000000       182.834000     0              
avg            4.000000       1082.417251    1082.417251    0.000000       183.828000     0              
lr211          6.000000       1370.951032    1367.369047    1.193995       98.071000      0              
lr211          6.000000       1370.951032    1367.369047    1.193995       99.895000      0              
lr211          6.000000       1373.983326    1373.983326    0.000000       121.716000     0              
lr211          6.000000       1386.468539    1365.108413    7.120042       101.978000     0              
lr211          6.000000       1370.951032    1367.369047    1.193995       105.133000     0              
avg            6.000000       1374.660992    1368.239776    2.140405       105.358000     0              
