Test Case      Vehicle        Objective      Distance       Delay          Time           Fail Num       
lr110          15.000000      1404.290945    1388.632584    15.658360      20.393000      0              
lr110          16.000000      1402.427458    1386.769098    15.658360      20.336000      0              
lr110          15.000000      1403.407088    1371.826609    31.580479      20.394000      0              
lr110          16.000000      1403.216413    1388.369805    14.846608      20.340000      0              
lr110          16.000000      1402.427458    1386.769098    15.658360      20.202000      0              
avg            15.600000      1403.153873    1384.473439    18.680434      20.333000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       25.985000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       25.802000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       25.758000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       25.789000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       25.769000      0              
avg            13.000000      1304.919804    1298.408141    6.511663       25.820000      0              
LR1_2_2        19.000000      4287.283308    4224.247621    63.035686      128.369000     0              
LR1_2_2        19.000000      4269.480916    4213.114602    56.366313      128.067000     0              
LR1_2_2        19.000000      4261.756804    4208.294461    53.462344      129.787000     0              
LR1_2_2        19.000000      4261.756804    4208.294461    53.462344      129.386000     0              
LR1_2_2        19.000000      4262.864767    4206.498453    56.366313      127.037000     0              
avg            19.000000      4268.628520    4212.089920    56.538600      128.529000     0              
LR1_2_7        15.000000      3238.768541    3146.963051    91.805490      257.546000     0              
LR1_2_7        14.000000      3245.177750    3094.259892    150.917858     244.591000     0              
LR1_2_7        14.000000      3253.389396    3074.793065    178.596332     244.348000     0              
LR1_2_7        15.000000      3215.388896    3128.381518    87.007378      241.015000     0              
LR1_2_7        14.000000      3253.389396    3074.793065    178.596332     243.614000     0              
avg            14.400000      3241.222796    3103.838118    137.384678     246.222000     0              
lr202          5.000000       1394.359419    1371.203435    23.155984      100.995000     0              
lr202          5.000000       1394.032315    1370.876331    23.155984      102.732000     0              
lr202          5.000000       1393.016071    1386.134251    6.881820       101.496000     0              
lr202          6.000000       1389.774252    1369.364922    20.409330      104.362000     0              
lr202          6.000000       1389.703573    1373.577663    16.125910      100.879000     0              
avg            5.400000       1392.177126    1374.231320    17.945805      102.092000     0              
lr203          5.000000       1162.185934    1140.987330    21.198604      169.218000     0              
lr203          4.000000       1141.388766    1123.002958    18.385808      209.447000     0              
lr203          4.000000       1145.481764    1121.401118    24.080646      196.418000     0              
lr203          4.000000       1141.388766    1123.002958    18.385808      199.843000     0              
lr203          5.000000       1157.877599    1140.241166    17.636433      159.518000     0              
avg            4.400000       1149.664566    1129.727106    19.937460      186.888000     0              
