Test Case      Vehicle        Objective      Distance       Delay          Time           Fail Num       
lr110          16.000000      1402.427458    1386.769098    15.658360      26.235000      0              
lr110          16.000000      1402.427458    1386.769098    15.658360      26.651000      0              
lr110          16.000000      1405.716379    1390.058018    15.658360      24.325000      0              
lr110          16.000000      1402.427458    1386.769098    15.658360      22.123000      0              
lr110          14.000000      1406.474559    1357.255891    49.218667      21.577000      0              
avg            15.600000      1403.894663    1381.524241    22.370422      24.182000      0              
lr111          14.000000      1309.291140    1287.278043    22.013097      27.181000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       27.635000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       26.966000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       27.514000      0              
lr111          13.000000      1305.390327    1298.878664    6.511663       26.651000      0              
avg            13.200000      1305.888176    1296.276226    9.611950       27.189000      0              
LR1_2_2        19.000000      4278.367995    4218.581083    59.786912      130.140000     0              
LR1_2_2        19.000000      4261.756804    4208.294461    53.462344      136.965000     0              
LR1_2_2        19.000000      4289.190072    4226.154386    63.035686      149.801000     0              
LR1_2_2        19.000000      4261.756804    4208.294461    53.462344      138.884000     0              
LR1_2_2        19.000000      4261.756804    4208.294461    53.462344      139.428000     0              
avg            19.000000      4270.565696    4213.923770    56.641926      139.043000     0              
LR1_2_7        15.000000      3219.024164    3139.383425    79.640739      261.353000     0              
LR1_2_7        15.000000      3220.079402    3125.658606    94.420795      283.907000     0              
LR1_2_7        15.000000      3217.166111    3136.743850    80.422261      265.326000     0              
LR1_2_7        15.000000      3215.317933    3119.043373    96.274560      261.250000     0              
LR1_2_7        14.000000      3253.389396    3074.793065    178.596332     262.864000     0              
avg            14.800000      3224.995401    3119.124464    105.870937     266.940000     0              
lr202          6.000000       1395.564624    1383.295718    12.268907      139.710000     0              
lr202          6.000000       1387.375228    1364.219244    23.155984      129.877000     0              
lr202          6.000000       1387.375228    1364.219244    23.155984      133.038000     0              
lr202          6.000000       1393.578511    1370.453936    23.124574      113.756000     0              
lr202          6.000000       1387.375228    1364.219244    23.155984      126.340000     0              
avg            6.000000       1390.253764    1369.281477    20.972286      128.544000     0              
lr203          4.000000       1196.843400    1192.276358    4.567041       168.587000     0              
lr203          5.000000       1155.388981    1137.752547    17.636433      177.897000     0              
lr203          5.000000       1164.047673    1153.049401    10.998273      140.074000     0              
lr203          4.000000       1141.282539    1122.896731    18.385808      242.715000     0              
lr203          4.000000       1196.843400    1192.276358    4.567041       161.113000     0              
avg            4.400000       1170.881199    1159.650279    11.230919      178.077000     0              
