Test Case      Vehicle        Objective      Distance       Delay          Time           Fail Num       
lr110          16.000000      1405.692891    1390.034531    15.658360      21.467000      0              
lr110          16.000000      1405.692891    1390.034531    15.658360      21.218000      0              
lr110          16.000000      1405.692891    1390.034531    15.658360      21.214000      0              
lr110          16.000000      1405.692891    1390.034531    15.658360      21.272000      0              
lr110          16.000000      1405.692891    1390.034531    15.658360      21.296000      0              
avg            16.000000      1405.692891    1390.034531    15.658360      21.293000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       26.432000      0              
lr111          14.000000      1309.291140    1287.278043    22.013097      26.492000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       26.385000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       26.489000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       26.642000      0              
avg            13.200000      1305.794071    1296.182121    9.611950       26.488000      0              
LR1_2_2        19.000000      4270.916433    4214.550120    56.366313      129.898000     0              
LR1_2_2        19.000000      4262.864767    4206.498453    56.366313      127.835000     0              
LR1_2_2        19.000000      4294.927258    4248.386256    46.541002      130.894000     0              
LR1_2_2        19.000000      4265.687467    4209.321153    56.366313      126.922000     0              
LR1_2_2        19.000000      4261.756804    4208.294461    53.462344      128.173000     0              
avg            19.000000      4271.230546    4217.410089    53.820457      128.744000     0              
LR1_2_7        15.000000      3222.208932    3103.248651    118.960280     235.254000     0              
LR1_2_7        15.000000      3222.208932    3103.248651    118.960280     237.855000     0              
LR1_2_7        15.000000      3213.519512    3128.389014    85.130498      233.947000     0              
LR1_2_7        15.000000      3222.208932    3103.248651    118.960280     233.034000     0              
LR1_2_7        15.000000      3223.445241    3114.333431    109.111810     233.586000     0              
avg            15.000000      3220.718310    3110.493680    110.224630     234.735000     0              
lr202          6.000000       1391.552782    1375.426872    16.125910      102.509000     0              
lr202          6.000000       1387.375228    1364.219244    23.155984      91.046000      0              
lr202          6.000000       1387.375228    1364.219244    23.155984      92.085000      0              
lr202          5.000000       1394.032315    1370.876331    23.155984      101.672000     0              
lr202          5.000000       1394.032315    1370.876331    23.155984      103.455000     0              
avg            5.600000       1390.873573    1369.123604    21.749969      98.153000      0              
lr203          4.000000       1141.315060    1117.234414    24.080646      197.827000     0              
lr203          4.000000       1144.714707    1122.511232    22.203475      214.538000     0              
lr203          4.000000       1141.388766    1123.002958    18.385808      375.193000     0              
lr203          5.000000       1163.275788    1157.972353    5.303435       378.417000     0              
lr203          4.000000       1202.108794    1174.902387    27.206407      353.734000     0              
avg            4.200000       1158.560623    1139.124669    19.435954      303.941000     0              
