Test Case      Vehicle        Objective      Distance       Delay          Time           Fail Num       
lr110          16.000000      1405.692891    1390.034531    15.658360      23.150000      0              
lr110          16.000000      1405.692891    1390.034531    15.658360      22.375000      0              
lr110          16.000000      1405.692891    1390.034531    15.658360      22.903000      0              
lr110          16.000000      1405.692891    1390.034531    15.658360      22.985000      0              
lr110          16.000000      1405.692891    1390.034531    15.658360      21.447000      0              
avg            16.000000      1405.692891    1390.034531    15.658360      22.572000      0              
lr111          13.000000      1309.145606    1302.020784    7.124823       26.399000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       25.526000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       27.588000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       29.791000      0              
lr111          13.000000      1306.907621    1303.940212    2.967409       25.677000      0              
avg            13.000000      1306.162528    1300.237084    5.925444       26.996000      0              
LR1_2_2        19.000000      4265.937218    4209.570904    56.366313      136.515000     0              
LR1_2_2        19.000000      4287.283308    4224.247621    63.035686      123.395000     0              
LR1_2_2        19.000000      4270.916433    4214.550120    56.366313      121.984000     0              
LR1_2_2        19.000000      4287.283308    4224.247621    63.035686      121.755000     0              
LR1_2_2        19.000000      4265.937218    4209.570904    56.366313      125.494000     0              
avg            19.000000      4275.471497    4216.437434    59.034062      125.828000     0              
LR1_2_7        15.000000      3213.519512    3128.389014    85.130498      227.538000     0              
LR1_2_7        15.000000      3222.208932    3103.248651    118.960280     230.467000     0              
LR1_2_7        14.000000      3253.867169    3069.119529    184.747641     233.992000     0              
LR1_2_7        15.000000      3222.208932    3103.248651    118.960280     231.141000     0              
LR1_2_7        15.000000      3222.208932    3103.248651    118.960280     226.749000     0              
avg            14.800000      3226.802695    3101.450899    125.351796     229.977000     0              
lr202          5.000000       1393.016071    1386.134251    6.881820       91.974000      0              
lr202          6.000000       1416.607123    1409.693894    6.913229       95.955000      0              
lr202          6.000000       1389.376469    1373.250559    16.125910      106.769000     0              
lr202          5.000000       1397.738126    1394.101504    3.636622       100.862000     0              
lr202          6.000000       1387.375228    1364.219244    23.155984      93.267000      0              
avg            5.600000       1396.822603    1385.479891    11.342713      97.765000      0              
lr203          4.000000       1157.910689    1157.910689    0.000000       180.881000     0              
lr203          5.000000       1163.275788    1157.972353    5.303435       115.011000     0              
lr203          4.000000       1204.894544    1200.327503    4.567041       129.409000     0              
lr203          5.000000       1193.512507    1179.693740    13.818767      181.271000     0              
lr203          4.000000       1197.615285    1187.353406    10.261879      147.343000     0              
avg            4.400000       1183.441763    1176.651538    6.790224       150.783000     0              
