Test Case      Vehicle        Objective      Distance       Delay          Time           Fail Num       
LR1_2_1        20.000000      4840.352912    4787.684806    17.556035      216.869000     0              
LR1_2_1        20.000000      4840.352912    4787.684806    17.556035      220.259000     0              
LR1_2_1        20.000000      4840.352912    4787.684806    17.556035      214.345000     0              
LR1_2_1        20.000000      4840.352912    4787.684806    17.556035      216.621000     0              
LR1_2_1        20.000000      4840.352912    4787.684806    17.556035      217.028000     0              
avg            20.000000      4840.352912    4787.684806    17.556035      217.024000     0              
LR1_2_10       15.000000      3386.924293    3362.553968    8.123442       377.091000     0              
LR1_2_10       15.000000      3382.589625    3360.864053    7.241857       364.289000     0              
LR1_2_10       15.000000      3382.344015    3360.618443    7.241857       401.683000     0              
LR1_2_10       15.000000      3383.116998    3358.351591    8.255136       385.718000     0              
LR1_2_10       15.000000      3386.909938    3362.144530    8.255136       375.126000     0              
avg            15.000000      3384.376974    3360.906517    7.823486       380.781000     0              
LR1_2_2        19.000000      4350.147952    4265.766566    28.127129      245.447000     0              
LR1_2_2        19.000000      4350.147952    4265.766566    28.127129      239.886000     0              
LR1_2_2        19.000000      4350.147952    4265.766566    28.127129      241.221000     0              
LR1_2_2        19.000000      4350.147952    4265.766566    28.127129      247.582000     0              
LR1_2_2        19.000000      4350.147952    4265.766566    28.127129      245.696000     0              
avg            19.000000      4350.147952    4265.766566    28.127129      243.966000     0              
LR1_2_3        17.000000      3539.691458    3505.164912    11.508849      460.980000     0              
LR1_2_3        17.000000      3535.594329    3508.493698    9.033544       485.338000     0              
LR1_2_3        17.000000      3535.594329    3508.493698    9.033544       474.960000     0              
LR1_2_3        17.000000      3535.594329    3508.493698    9.033544       408.588000     0              
LR1_2_3        17.000000      3535.594329    3508.493698    9.033544       350.580000     0              
avg            17.000000      3536.413755    3507.827941    9.528605       436.089000     0              
LR1_2_4        14.000000      3020.363257    3020.363257    0.000000       841.508000     0              
LR1_2_4        13.000000      3022.702043    3007.004871    5.232391       770.314000     0              
LR1_2_4        14.000000      3020.363257    3020.363257    0.000000       642.647000     0              
LR1_2_4        13.000000      3021.255386    3005.558214    5.232391       652.279000     0              
LR1_2_4        13.000000      3022.499712    3006.802540    5.232391       627.857000     0              
avg            13.400000      3021.436731    3012.018428    3.139434       706.921000     0              
LR1_2_5        19.000000      4278.668668    4270.516055    2.717538       311.685000     0              
LR1_2_5        19.000000      4278.668668    4270.516055    2.717538       262.191000     0              
LR1_2_5        19.000000      4278.668668    4270.516055    2.717538       232.306000     0              
LR1_2_5        19.000000      4278.668668    4270.516055    2.717538       237.934000     0              
LR1_2_5        19.000000      4278.668668    4270.516055    2.717538       225.500000     0              
avg            19.000000      4278.668668    4270.516055    2.717538       253.923000     0              
LR1_2_6        18.000000      3886.237094    3846.506969    13.243375      318.753000     0              
LR1_2_6        18.000000      3886.237094    3846.506969    13.243375      318.812000     0              
LR1_2_6        18.000000      3886.237094    3846.506969    13.243375      325.202000     0              
LR1_2_6        18.000000      3886.237094    3846.506969    13.243375      331.652000     0              
LR1_2_6        18.000000      3886.237094    3846.506969    13.243375      344.240000     0              
avg            18.000000      3886.237094    3846.506969    13.243375      327.731000     0              
LR1_2_7        15.000000      3325.397933    3261.188131    21.403267      487.825000     0              
LR1_2_7        16.000000      3320.259155    3256.491797    21.255786      482.066000     0              
LR1_2_7        15.000000      3325.395124    3277.269109    16.042005      505.184000     0              
LR1_2_7        16.000000      3320.120542    3271.994527    16.042005      526.941000     0              
LR1_2_7        16.000000      3321.238912    3276.022974    15.071979      461.925000     0              
avg            15.600000      3322.482333    3268.593308    17.963008      492.788000     0              
LR1_2_8        11.000000      2674.949027    2657.165057    5.927990       719.739000     0              
LR1_2_8        11.000000      2674.168782    2671.251868    0.972305       895.204000     0              
LR1_2_8        11.000000      2669.807583    2666.890669    0.972305       814.434000     0              
LR1_2_8        11.000000      2660.235014    2657.318100    0.972305       741.806000     0              
LR1_2_8        11.000000      2671.312594    2668.395681    0.972305       691.356000     0              
avg            11.000000      2670.094600    2664.204275    1.963442       772.507000     0              
LR1_2_9        18.000000      4109.512312    4084.695533    8.272260       304.077000     0              
LR1_2_9        18.000000      4109.512312    4084.695533    8.272260       317.154000     0              
LR1_2_9        18.000000      4110.880244    4081.685690    9.731518       297.441000     0              
LR1_2_9        18.000000      4109.512312    4084.695533    8.272260       300.343000     0              
LR1_2_9        18.000000      4109.512312    4084.695533    8.272260       302.804000     0              
avg            18.000000      4109.785898    4084.093564    8.564111       304.363000     0              
Average Time: 413.60929999999996
Fail percentage: 0
