Test Case      Vehicle        Objective      Distance       Delay          Time           Fail Num       
lr110          16.000000      1405.692891    1390.034531    15.658360      21.367000      0              
lr110          16.000000      1405.692891    1390.034531    15.658360      21.639000      0              
lr110          16.000000      1405.692891    1390.034531    15.658360      21.603000      0              
lr110          16.000000      1402.692022    1378.790559    23.901463      21.592000      0              
lr110          16.000000      1403.645935    1380.820273    22.825663      21.437000      0              
avg            16.000000      1404.683326    1385.942885    18.740441      21.527000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       26.735000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       26.635000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       26.799000      0              
lr111          13.000000      1309.145606    1302.020784    7.124823       26.705000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       26.629000      0              
avg            13.000000      1305.764964    1299.130669    6.634295       26.700000      0              
LR1_2_2        19.000000      4289.190072    4226.154386    63.035686      127.554000     0              
LR1_2_2        19.000000      4270.916433    4214.550120    56.366313      130.184000     0              
LR1_2_2        19.000000      4262.864767    4206.498453    56.366313      128.697000     0              
LR1_2_2        19.000000      4265.937218    4209.570904    56.366313      130.641000     0              
LR1_2_2        19.000000      4262.864767    4206.498453    56.366313      126.417000     0              
avg            19.000000      4270.354651    4212.654463    57.700188      128.698000     0              
LR1_2_7        15.000000      3222.208932    3103.248651    118.960280     235.305000     0              
LR1_2_7        15.000000      3222.208932    3103.248651    118.960280     232.410000     0              
LR1_2_7        15.000000      3222.208932    3103.248651    118.960280     235.774000     0              
LR1_2_7        15.000000      3222.208932    3103.248651    118.960280     236.431000     0              
LR1_2_7        15.000000      3222.208932    3103.248651    118.960280     230.269000     0              
avg            15.000000      3222.208932    3103.248651    118.960280     234.037000     0              
lr202          5.000000       1394.032315    1370.876331    23.155984      92.377000      0              
lr202          6.000000       1388.010241    1364.854257    23.155984      100.874000     0              
lr202          6.000000       1387.375228    1364.219244    23.155984      101.959000     0              
lr202          6.000000       1387.375228    1364.219244    23.155984      100.745000     0              
lr202          6.000000       1421.323535    1414.940259    6.383276       89.111000      0              
avg            5.800000       1395.623309    1375.821867    19.801442      97.013000      0              
lr203          4.000000       1143.970514    1125.584706    18.385808      207.098000     0              
lr203          4.000000       1143.970514    1125.584706    18.385808      209.134000     0              
lr203          4.000000       1157.910689    1157.910689    0.000000       193.335000     0              
lr203          4.000000       1143.361415    1124.975607    18.385808      211.108000     0              
lr203          4.000000       1146.568543    1128.182735    18.385808      205.909000     0              
avg            4.000000       1147.156335    1132.447689    14.708646      205.316000     0              
