Test Case      Vehicle        Objective      Distance       Delay          Time           Fail Num       
lr101          20.000000      5064.553814    1679.371682    26.438770      14.198000      0              
lr101          20.000000      5064.553814    1679.371682    26.438770      13.371000      0              
lr101          20.000000      5064.553814    1679.371682    26.438770      14.472000      0              
lr101          20.000000      5064.553814    1679.371682    26.438770      13.274000      0              
lr101          20.000000      5064.553814    1679.371682    26.438770      13.963000      0              
avg            20.000000      5064.553814    1679.371682    26.438770      13.855000      0              
lr102          17.000000      4457.002679    1479.763880    17.711038      20.080000      0              
lr102          17.000000      4457.002679    1479.763880    17.711038      20.159000      0              
lr102          17.000000      4457.002679    1479.763880    17.711038      19.559000      0              
lr102          17.000000      4457.002679    1479.763880    17.711038      19.714000      0              
lr102          17.000000      4457.002679    1479.763880    17.711038      20.451000      0              
avg            17.000000      4457.002679    1479.763880    17.711038      19.992000      0              
lr103          13.000000      3951.804569    1311.291748    17.929326      22.980000      0              
lr103          13.000000      3951.804569    1311.291748    17.929326      22.082000      0              
lr103          13.000000      3951.804569    1311.291748    17.929326      23.012000      0              
lr103          13.000000      3951.804569    1311.291748    17.929326      22.467000      0              
lr103          13.000000      3951.804569    1311.291748    17.929326      22.333000      0              
avg            13.000000      3951.804569    1311.291748    17.929326      22.574000      0              
lr104          9.000000       3039.230021    1012.876611    0.600188       30.263000      0              
lr104          9.000000       3039.230021    1012.876611    0.600188       31.018000      0              
lr104          10.000000      3089.056832    1029.485548    0.600188       31.870000      0              
lr104          9.000000       3039.230021    1012.876611    0.600188       31.592000      0              
lr104          9.000000       3039.230021    1012.876611    0.600188       30.998000      0              
avg            9.200000       3049.195384    1016.198399    0.600188       31.148000      0              
lr105          14.000000      4138.911283    1365.350679    42.859248      18.209000      0              
lr105          14.000000      4138.911283    1365.350679    42.859248      18.931000      0              
lr105          14.000000      4138.911283    1365.350679    42.859248      17.810000      0              
lr105          14.000000      4138.911283    1365.350679    42.859248      17.364000      0              
lr105          14.000000      4138.911283    1365.350679    42.859248      17.860000      0              
avg            14.000000      4138.911283    1365.350679    42.859248      18.034000      0              
lr106          14.000000      4209.594108    1365.694581    112.510366     18.299000      0              
lr106          14.000000      4209.594108    1365.694581    112.510366     18.345000      0              
lr106          14.000000      4209.594108    1365.694581    112.510366     18.226000      0              
lr106          14.000000      4209.594108    1365.694581    112.510366     18.297000      0              
lr106          14.000000      4209.594108    1365.694581    112.510366     18.161000      0              
avg            14.000000      4209.594108    1365.694581    112.510366     18.265000      0              
lr107          15.000000      4191.449032    1396.302164    2.542540       21.221000      0              
lr107          14.000000      4197.111803    1396.883893    6.460122       20.883000      0              
lr107          14.000000      4180.500000    1391.346626    6.460122       20.752000      0              
lr107          14.000000      4151.446293    1374.901226    26.742616      21.076000      0              
lr107          14.000000      4185.336084    1392.958654    6.460122       20.612000      0              
avg            14.200000      4181.168642    1390.478513    9.733105       20.908000      0              
lr108          11.000000      3458.611462    1136.669813    48.602024      24.367000      0              
lr108          11.000000      3450.736365    1134.607072    46.915148      24.661000      0              
lr108          11.000000      3450.736365    1134.607072    46.915148      24.530000      0              
lr108          11.000000      3450.736365    1134.607072    46.915148      24.744000      0              
lr108          11.000000      3450.736365    1134.607072    46.915148      24.561000      0              
avg            11.000000      3452.311384    1135.019620    47.252523      24.572000      0              
lr109          12.000000      3871.524807    1275.521303    44.960898      20.837000      0              
lr109          12.000000      3871.524807    1275.521303    44.960898      21.079000      0              
lr109          12.000000      3871.524807    1275.521303    44.960898      21.048000      0              
lr109          12.000000      3871.524807    1275.521303    44.960898      20.846000      0              
lr109          12.000000      3871.524807    1275.521303    44.960898      21.190000      0              
avg            12.000000      3871.524807    1275.521303    44.960898      21.000000      0              
lr110          14.000000      4131.667602    1336.063924    123.475829     18.490000      0              
lr110          14.000000      4131.667602    1336.063924    123.475829     18.735000      0              
lr110          14.000000      4131.667602    1336.063924    123.475829     18.936000      0              
lr110          14.000000      4131.667602    1336.063924    123.475829     18.739000      0              
lr110          14.000000      4122.152549    1341.706012    97.034513      19.198000      0              
avg            14.000000      4129.764591    1337.192342    118.187566     18.819000      0              
lr111          13.000000      3901.652763    1292.495189    24.167197      24.406000      0              
lr111          13.000000      3901.652763    1292.495189    24.167197      24.987000      0              
lr111          13.000000      3901.652763    1292.495189    24.167197      25.172000      0              
lr111          13.000000      3901.652763    1292.495189    24.167197      24.827000      0              
lr111          13.000000      3901.652763    1292.495189    24.167197      24.204000      0              
avg            13.000000      3901.652763    1292.495189    24.167197      24.719000      0              
lr112          19.000000      4977.510589    1618.608389    121.685421     14.746000      0              
lr112          19.000000      4977.510589    1618.608389    121.685421     15.649000      0              
lr112          19.000000      4977.510589    1618.608389    121.685421     15.400000      0              
lr112          19.000000      4977.510589    1618.608389    121.685421     15.147000      0              
lr112          19.000000      4977.510589    1618.608389    121.685421     15.039000      0              
avg            19.000000      4977.510589    1618.608389    121.685421     15.196000      0                           
