Test Case      Vehicle        Objective      Distance       Delay          Time           Fail Num       
lr110          16.000000      1402.427458    1386.769098    15.658360      21.666000      0              
lr110          16.000000      1402.427458    1386.769098    15.658360      20.900000      0              
lr110          16.000000      1402.427458    1386.769098    15.658360      21.243000      0              
lr110          16.000000      1402.427458    1386.769098    15.658360      21.534000      0              
lr110          16.000000      1402.427458    1386.769098    15.658360      22.757000      0              
avg            16.000000      1402.427458    1386.769098    15.658360      21.620000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       27.792000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       27.371000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       28.803000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       29.968000      0              
lr111          13.000000      1306.257590    1303.290181    2.967409       27.322000      0              
avg            13.000000      1305.187361    1299.384549    5.802812       28.251000      0              
LR1_2_2        19.000000      4261.756804    4208.294461    53.462344      135.551000     0              
LR1_2_2        19.000000      4261.756804    4208.294461    53.462344      137.712000     0              
LR1_2_2        19.000000      4265.937218    4209.570904    56.366313      158.908000     0              
LR1_2_2        19.000000      4261.756804    4208.294461    53.462344      133.718000     0              
LR1_2_2        19.000000      4261.756804    4208.294461    53.462344      133.243000     0              
avg            19.000000      4262.592887    4208.549749    54.043138      139.826000     0              
LR1_2_7        15.000000      3215.235572    3123.953765    91.281807      252.770000     0              
LR1_2_7        14.000000      3247.047133    3094.252396    152.794738     266.833000     0              
LR1_2_7        15.000000      3220.344896    3144.008533    76.336362      261.032000     0              
LR1_2_7        15.000000      3219.343352    3128.209026    91.134326      259.524000     0              
LR1_2_7        14.000000      3253.389396    3074.793065    178.596332     252.844000     0              
avg            14.600000      3231.072070    3113.043357    118.028713     258.600000     0              
lr202          5.000000       1393.016071    1386.134251    6.881820       104.189000     0              
lr202          5.000000       1393.016071    1386.134251    6.881820       113.251000     0              
lr202          6.000000       1389.376469    1373.250559    16.125910      101.689000     0              
lr202          5.000000       1394.032315    1370.876331    23.155984      112.858000     0              
lr202          5.000000       1394.032315    1370.876331    23.155984      109.093000     0              
avg            5.200000       1392.694648    1377.454345    15.240303      108.216000     0              
lr203          5.000000       1167.061778    1162.494737    4.567041       164.658000     0              
lr203          4.000000       1141.388766    1123.002958    18.385808      233.175000     0              
lr203          4.000000       1140.673930    1122.288122    18.385808      229.274000     0              
lr203          4.000000       1140.543174    1122.157367    18.385808      225.719000     0              
lr203          5.000000       1155.388981    1137.752547    17.636433      159.734000     0              
avg            4.400000       1149.011326    1133.539146    15.472180      202.512000     0              
