Test Case      Vehicle        Objective      Distance       Delay          Time           Fail Num       
lr110          16.000000      1402.427458    1386.769098    15.658360      22.509000      0              
lr110          16.000000      1402.427458    1386.769098    15.658360      28.468000      0              
lr110          16.000000      1402.427458    1386.769098    15.658360      31.660000      0              
lr110          16.000000      1402.427458    1386.769098    15.658360      26.018000      0              
lr110          16.000000      1402.427458    1386.769098    15.658360      32.781000      0              
avg            16.000000      1402.427458    1386.769098    15.658360      28.287000      0              
lr111          14.000000      1309.291140    1287.278043    22.013097      39.738000      0              
lr111          14.000000      1309.291140    1287.278043    22.013097      33.870000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       27.817000      0              
lr111          14.000000      1309.291140    1287.278043    22.013097      29.525000      0              
lr111          13.000000      1309.570045    1297.858648    11.711397      30.695000      0              
avg            13.600000      1308.472654    1291.620184    16.852470      32.329000      0              
LR1_2_2        19.000000      4262.864767    4206.498453    56.366313      144.615000     0              
LR1_2_2        19.000000      4261.756804    4208.294461    53.462344      128.933000     0              
LR1_2_2        19.000000      4261.756804    4208.294461    53.462344      133.507000     0              
LR1_2_2        19.000000      4261.756804    4208.294461    53.462344      128.123000     0              
LR1_2_2        19.000000      4261.756804    4208.294461    53.462344      130.783000     0              
avg            19.000000      4261.978397    4207.935259    54.043138      133.192000     0              
LR1_2_7        15.000000      3218.100883    3133.033584    85.067299      255.578000     0              
LR1_2_7        14.000000      3253.389396    3074.793065    178.596332     257.290000     0              
LR1_2_7        14.000000      3253.389396    3074.793065    178.596332     281.005000     0              
LR1_2_7        15.000000      3215.645702    3135.223441    80.422261      248.572000     0              
LR1_2_7        15.000000      3213.519512    3128.389014    85.130498      260.831000     0              
avg            14.600000      3230.808978    3109.246434    121.562544     260.655000     0              
lr202          5.000000       1393.016071    1386.134251    6.881820       96.508000      0              
lr202          5.000000       1395.881524    1372.725540    23.155984      106.985000     0              
lr202          5.000000       1394.032315    1370.876331    23.155984      115.206000     0              
lr202          5.000000       1394.032315    1370.876331    23.155984      145.266000     0              
lr202          5.000000       1416.887997    1410.504721    6.383276       116.790000     0              
avg            5.000000       1398.770044    1382.223435    16.546609      116.151000     0              
lr203          4.000000       1157.273769    1138.887961    18.385808      234.397000     0              
lr203          5.000000       1163.275788    1157.972353    5.303435       154.255000     0              
lr203          4.000000       1212.851004    1192.889059    19.961945      139.512000     0              
lr203          4.000000       1140.543174    1122.157367    18.385808      282.507000     0              
lr203          4.000000       1140.543174    1122.157367    18.385808      276.640000     0              
avg            4.200000       1162.897382    1146.812821    16.084561      217.462000     0              
