Test Case      Vehicle        Objective      Distance       Delay          Time           Fail Num       
lr110          16.000000      1403.645935    1380.820273    22.825663      20.298000      0              
lr110          16.000000      1402.427458    1386.769098    15.658360      21.557000      0              
lr110          16.000000      1406.911368    1384.085705    22.825663      22.678000      0              
lr110          16.000000      1402.427458    1386.769098    15.658360      21.501000      0              
lr110          16.000000      1402.427458    1386.769098    15.658360      22.351000      0              
avg            16.000000      1403.567936    1385.042654    18.525281      21.677000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       27.601000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       29.517000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       28.023000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       28.008000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       30.067000      0              
avg            13.000000      1304.919804    1298.408141    6.511663       28.643000      0              
LR1_2_2        19.000000      4261.756804    4208.294461    53.462344      145.103000     0              
LR1_2_2        19.000000      4261.756804    4208.294461    53.462344      148.086000     0              
LR1_2_2        19.000000      4261.756804    4208.294461    53.462344      138.380000     0              
LR1_2_2        19.000000      4261.756804    4208.294461    53.462344      136.587000     0              
LR1_2_2        19.000000      4261.756804    4208.294461    53.462344      133.777000     0              
avg            19.000000      4261.756804    4208.294461    53.462344      140.386000     0              
LR1_2_7        15.000000      3218.862134    3138.935069    79.927065      266.216000     0              
LR1_2_7        14.000000      3245.655523    3088.586356    157.069167     308.706000     0              
LR1_2_7        14.000000      3253.867169    3069.119529    184.747641     302.220000     0              
LR1_2_7        15.000000      3218.096712    3121.969634    96.127078      292.322000     0              
LR1_2_7        14.000000      3249.793327    3096.998589    152.794738     260.688000     0              
avg            14.400000      3237.254973    3103.121835    134.133138     286.030000     0              
lr202          6.000000       1393.886752    1385.065502    8.821249       117.599000     0              
lr202          5.000000       1397.009250    1373.853266    23.155984      116.295000     0              
lr202          6.000000       1387.375228    1364.219244    23.155984      117.454000     0              
lr202          6.000000       1391.195258    1378.894942    12.300316      126.852000     0              
lr202          5.000000       1394.032315    1370.876331    23.155984      123.888000     0              
avg            5.600000       1392.699760    1374.581857    18.117903      120.417000     0              
lr203          4.000000       1178.311133    1173.744092    4.567041       146.519000     0              
lr203          4.000000       1140.673930    1122.288122    18.385808      233.148000     0              
lr203          5.000000       1163.275788    1157.972353    5.303435       172.479000     0              
lr203          4.000000       1141.388766    1123.002958    18.385808      237.729000     0              
lr203          4.000000       1144.509886    1122.306411    22.203475      237.073000     0              
avg            4.200000       1153.631901    1139.862787    13.769113      205.389000     0              
