Test Case      Vehicle        Objective      Distance       Delay          Time           Fail Num       
lr110          16.000000      1402.427458    1386.769098    15.658360      19.981000      0              
lr110          16.000000      1402.427458    1386.769098    15.658360      20.124000      0              
lr110          16.000000      1402.427458    1386.769098    15.658360      20.749000      0              
lr110          16.000000      1402.427458    1386.769098    15.658360      20.192000      0              
lr110          16.000000      1403.216413    1388.369805    14.846608      20.340000      0              
avg            16.000000      1402.585249    1387.089239    15.496010      20.277000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       24.929000      0              
lr111          14.000000      1309.291140    1287.278043    22.013097      25.317000      0              
lr111          14.000000      1309.291140    1287.278043    22.013097      24.823000      0              
lr111          14.000000      1309.291140    1287.278043    22.013097      25.277000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       25.219000      0              
avg            13.600000      1307.542606    1291.730082    15.812524      25.113000      0              
LR1_2_2        19.000000      4261.756804    4208.294461    53.462344      120.006000     0              
LR1_2_2        19.000000      4261.756804    4208.294461    53.462344      123.508000     0              
LR1_2_2        19.000000      4261.756804    4208.294461    53.462344      120.325000     0              
LR1_2_2        19.000000      4261.756804    4208.294461    53.462344      122.720000     0              
LR1_2_2        19.000000      4261.756804    4208.294461    53.462344      122.288000     0              
avg            19.000000      4261.756804    4208.294461    53.462344      121.769000     0              
LR1_2_7        15.000000      3220.640029    3140.176718    80.463310      232.604000     0              
LR1_2_7        15.000000      3218.353053    3135.165482    83.187571      239.231000     0              
LR1_2_7        14.000000      3250.911097    3108.787375    142.123723     243.372000     0              
LR1_2_7        15.000000      3228.602859    3108.924255    119.678604     240.796000     0              
LR1_2_7        15.000000      3221.731159    3108.922187    112.808971     235.550000     0              
avg            14.800000      3228.047639    3120.395204    107.652436     238.310000     0              
lr202          6.000000       1387.375228    1364.219244    23.155984      113.806000     0              
lr202          6.000000       1389.376469    1373.250559    16.125910      111.403000     0              
lr202          5.000000       1393.016071    1386.134251    6.881820       95.830000      0              
lr202          6.000000       1387.375228    1364.219244    23.155984      97.579000      0              
lr202          5.000000       1393.016071    1386.134251    6.881820       96.146000      0              
avg            5.600000       1390.031813    1374.791510    15.240303      102.952000     0              
lr203          4.000000       1140.673930    1122.288122    18.385808      212.882000     0              
lr203          5.000000       1155.388981    1137.752547    17.636433      153.233000     0              
lr203          4.000000       1140.673930    1122.288122    18.385808      220.120000     0              
lr203          5.000000       1183.202769    1178.635728    4.567041       131.497000     0              
lr203          4.000000       1143.488778    1125.102970    18.385808      230.130000     0              
avg            4.400000       1152.685678    1137.213498    15.472180      189.572000     0              
