Test Case      Vehicle        Objective      Distance       Delay          Time           Fail Num       
lr110          16.000000      1405.692891    1390.034531    15.658360      22.320000      0              
lr110          16.000000      1405.692891    1390.034531    15.658360      21.265000      0              
lr110          16.000000      1405.692891    1390.034531    15.658360      21.540000      0              
lr110          16.000000      1405.692891    1390.034531    15.658360      21.106000      0              
lr110          16.000000      1402.427458    1386.769098    15.658360      21.393000      0              
avg            16.000000      1405.039805    1389.381444    15.658360      21.524000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       26.829000      0              
lr111          14.000000      1309.291140    1287.278043    22.013097      26.919000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       26.970000      0              
lr111          13.000000      1309.145606    1302.020784    7.124823       27.752000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       26.626000      0              
avg            13.200000      1306.639232    1296.904650    9.734582       27.019000      0              
LR1_2_2        19.000000      4270.916433    4214.550120    56.366313      131.980000     0              
LR1_2_2        19.000000      4281.440446    4221.653534    59.786912      134.878000     0              
LR1_2_2        19.000000      4265.937218    4209.570904    56.366313      133.910000     0              
LR1_2_2        19.000000      4262.864767    4206.498453    56.366313      129.807000     0              
LR1_2_2        19.000000      4265.937218    4209.570904    56.366313      134.839000     0              
avg            19.000000      4269.419216    4212.368783    57.050433      133.082000     0              
LR1_2_7        15.000000      3222.208932    3103.248651    118.960280     234.876000     0              
LR1_2_7        15.000000      3222.208932    3103.248651    118.960280     235.390000     0              
LR1_2_7        15.000000      3222.208932    3103.248651    118.960280     235.717000     0              
LR1_2_7        15.000000      3222.607112    3103.646831    118.960280     232.746000     0              
LR1_2_7        15.000000      3222.639698    3103.826899    118.812799     234.545000     0              
avg            15.000000      3222.374721    3103.443937    118.930784     234.654000     0              
lr202          6.000000       1393.898608    1388.628366    5.270242       96.450000      0              
lr202          5.000000       1393.016071    1386.134251    6.881820       90.066000      0              
lr202          5.000000       1394.032315    1370.876331    23.155984      102.919000     0              
lr202          6.000000       1387.375228    1364.219244    23.155984      92.951000      0              
lr202          5.000000       1403.183502    1380.027518    23.155984      90.629000      0              
avg            5.400000       1394.301145    1377.977142    16.324003      94.603000      0              
lr203          4.000000       1144.709878    1126.324071    18.385808      205.230000     0              
lr203          4.000000       1157.910689    1157.910689    0.000000       188.015000     0              
lr203          4.000000       1143.361415    1124.975607    18.385808      204.989000     0              
lr203          4.000000       1142.900016    1118.819371    24.080646      206.693000     0              
lr203          5.000000       1186.318296    1177.639581    8.678715       111.609000     0              
avg            4.200000       1155.040059    1141.133864    13.906195      183.307000     0              
