Test Case      Vehicle        Objective      Distance       Delay          Time           Fail Num       
lr110          16.000000      1402.427458    1386.769098    15.658360      20.492000      0              
lr110          16.000000      1402.427458    1386.769098    15.658360      20.384000      0              
lr110          16.000000      1403.216413    1388.369805    14.846608      21.564000      0              
lr110          16.000000      1402.427458    1386.769098    15.658360      20.611000      0              
lr110          16.000000      1402.427458    1386.769098    15.658360      21.187000      0              
avg            16.000000      1402.585249    1387.089239    15.496010      20.847000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       27.538000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       26.012000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       25.633000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       26.018000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       27.832000      0              
avg            13.000000      1304.919804    1298.408141    6.511663       26.606000      0              
LR1_2_2        19.000000      4261.756804    4208.294461    53.462344      131.845000     0              
LR1_2_2        19.000000      4261.756804    4208.294461    53.462344      126.993000     0              
LR1_2_2        19.000000      4261.756804    4208.294461    53.462344      130.439000     0              
LR1_2_2        19.000000      4261.756804    4208.294461    53.462344      126.463000     0              
LR1_2_2        19.000000      4261.756804    4208.294461    53.462344      131.380000     0              
avg            19.000000      4261.756804    4208.294461    53.462344      129.424000     0              
LR1_2_7        15.000000      3221.101725    3129.967400    91.134326      238.949000     0              
LR1_2_7        15.000000      3217.861249    3137.250457    80.610792      245.074000     0              
LR1_2_7        15.000000      3221.731159    3108.922187    112.808971     249.577000     0              
LR1_2_7        15.000000      3216.554242    3130.128153    86.426089      241.474000     0              
LR1_2_7        14.000000      3253.389396    3074.793065    178.596332     246.394000     0              
avg            14.800000      3226.127554    3116.212252    109.915302     244.293000     0              
lr202          6.000000       1387.375228    1364.219244    23.155984      113.588000     0              
lr202          5.000000       1393.016071    1386.134251    6.881820       93.592000      0              
lr202          5.000000       1394.032315    1370.876331    23.155984      106.598000     0              
lr202          5.000000       1394.032315    1370.876331    23.155984      107.125000     0              
lr202          6.000000       1387.375228    1364.219244    23.155984      88.016000      0              
avg            5.400000       1391.166231    1371.265080    19.901151      101.783000     0              
lr203          4.000000       1141.691645    1119.488170    22.203475      212.689000     0              
lr203          4.000000       1140.543174    1122.157367    18.385808      214.338000     0              
lr203          4.000000       1140.543174    1122.157367    18.385808      211.712000     0              
lr203          4.000000       1141.388766    1123.002958    18.385808      227.068000     0              
lr203          5.000000       1164.670503    1160.103462    4.567041       115.038000     0              
avg            4.200000       1145.767453    1129.381865    16.385588      196.169000     0              
