Test Case      Vehicle        Objective      Distance       Delay          Time           Fail Num       
lr110          16.000000      1405.692891    1390.034531    15.658360      20.551000      0              
lr110          14.000000      1409.739992    1360.521324    49.218667      21.014000      0              
lr110          16.000000      1405.692891    1390.034531    15.658360      20.773000      0              
lr110          16.000000      1403.645935    1380.820273    22.825663      21.226000      0              
lr110          16.000000      1405.692891    1390.034531    15.658360      27.180000      0              
avg            15.600000      1406.092920    1382.289038    23.803882      22.148000      0              
lr111          13.000000      1308.554042    1302.042379    6.511663       27.751000      0              
lr111          14.000000      1309.381858    1288.356739    21.025119      28.219000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       27.950000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       29.617000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       30.577000      0              
avg            13.200000      1306.539062    1297.124708    9.414354       28.822000      0              
LR1_2_2        19.000000      4270.666682    4214.300369    56.366313      145.964000     0              
LR1_2_2        19.000000      4267.843982    4211.477669    56.366313      153.565000     0              
LR1_2_2        19.000000      4266.736020    4213.273676    53.462344      142.710000     0              
LR1_2_2        19.000000      4262.864767    4206.498453    56.366313      142.414000     0              
LR1_2_2        19.000000      4267.843982    4211.477669    56.366313      140.694000     0              
avg            19.000000      4267.191087    4211.405567    55.785519      145.069000     0              
LR1_2_7        14.000000      3267.939357    3170.372393    97.566965      268.975000     0              
LR1_2_7        15.000000      3222.208932    3103.248651    118.960280     269.444000     0              
LR1_2_7        15.000000      3220.293866    3138.142206    82.151660      262.498000     0              
LR1_2_7        15.000000      3213.997285    3122.715478    91.281807      265.806000     0              
LR1_2_7        15.000000      3222.208932    3103.248651    118.960280     269.423000     0              
avg            14.800000      3229.329674    3127.545476    101.784198     267.229000     0              
lr202          5.000000       1396.033556    1379.907646    16.125910      116.481000     0              
lr202          6.000000       1387.375228    1364.219244    23.155984      105.424000     0              
lr202          5.000000       1394.032315    1370.876331    23.155984      119.687000     0              
lr202          5.000000       1385.770296    1380.992405    4.777891       120.959000     0              
lr202          5.000000       1393.016071    1386.134251    6.881820       103.074000     0              
avg            5.200000       1391.245493    1376.425975    14.819518      113.125000     0              
lr203          5.000000       1164.216092    1149.111822    15.104270      133.701000     0              
lr203          4.000000       1145.474603    1126.054176    19.420427      243.479000     0              
lr203          4.000000       1147.091633    1124.888158    22.203475      236.564000     0              
lr203          5.000000       1163.275788    1157.972353    5.303435       163.102000     0              
lr203          4.000000       1173.740251    1155.963498    17.776753      185.352000     0              
avg            4.400000       1158.759673    1142.798001    15.961672      192.439000     0              
