Test Case      Vehicle        Objective      Distance       Delay          Time           Fail Num       
LR1_2_1        19.000000      14326.009968   4615.348231    479.965276     248.349000     0              
LR1_2_1        19.000000      14326.009968   4615.348231    479.965276     248.802000     0              
LR1_2_1        19.000000      14326.009968   4615.348231    479.965276     247.384000     0              
LR1_2_1        19.000000      14326.009968   4615.348231    479.965276     247.816000     0              
LR1_2_1        19.000000      14326.009968   4615.348231    479.965276     245.326000     0              
avg            19.000000      14326.009968   4615.348231    479.965276     247.535000     0              
LR1_2_10       13.000000      9967.430148    3250.904796    214.715759     422.508000     0              
LR1_2_10       13.000000      9978.656066    3212.073327    342.436085     442.819000     0              
LR1_2_10       13.000000      9956.051330    3247.111857    214.715759     414.289000     0              
LR1_2_10       13.000000      9956.051330    3247.111857    214.715759     415.089000     0              
LR1_2_10       13.000000      9956.051330    3247.111857    214.715759     413.017000     0              
avg            13.000000      9962.848041    3240.862739    240.259824     421.544000     0              
LR1_2_2        18.000000      12634.388867   4138.544595    218.755084     258.540000     0              
LR1_2_2        18.000000      12634.388867   4138.544595    218.755084     256.362000     0              
LR1_2_2        18.000000      12674.249823   4160.586162    192.491337     259.409000     0              
LR1_2_2        18.000000      12634.388867   4138.544595    218.755084     256.665000     0              
LR1_2_2        18.000000      12634.388867   4138.544595    218.755084     255.060000     0              
avg            18.000000      12642.361059   4142.952908    213.502334     257.207000     0              
LR1_2_3        16.000000      10447.449945   3467.410456    45.218576      363.852000     0              
LR1_2_3        16.000000      10462.161301   3469.863908    52.569576      373.233000     0              
LR1_2_3        16.000000      10450.430395   3468.403940    45.218576      370.579000     0              
LR1_2_3        16.000000      10463.599254   3472.393782    46.417907      366.220000     0              
LR1_2_3        16.000000      10460.761530   3471.847651    45.218576      375.138000     0              
avg            16.000000      10456.880485   3469.983947    46.928642      369.804000     0              
LR1_2_4        12.000000      8839.980376    2912.237081    103.269133     673.129000     0              
LR1_2_4        12.000000      8839.718501    2912.149789    103.269133     674.469000     0              
LR1_2_4        12.000000      8843.612432    2913.447766    103.269133     651.318000     0              
LR1_2_4        12.000000      8839.980376    2912.237081    103.269133     668.337000     0              
LR1_2_4        12.000000      8869.014589    2922.466466    101.615192     648.248000     0              
avg            12.000000      8846.461255    2914.507637    102.938345     663.100000     0              
LR1_2_5        19.000000      12774.771689   4204.629756    160.882419     242.360000     0              
LR1_2_5        19.000000      12774.771689   4204.629756    160.882419     248.748000     0              
LR1_2_5        19.000000      12774.771689   4204.629756    160.882419     232.142000     0              
LR1_2_5        19.000000      12774.771689   4204.629756    160.882419     234.730000     0              
LR1_2_5        19.000000      12774.771689   4204.629756    160.882419     234.591000     0              
avg            19.000000      12774.771689   4204.629756    160.882419     238.514000     0              
LR1_2_6        16.000000      11377.907503   3684.489986    324.437544     356.591000     0              
LR1_2_6        16.000000      11377.907503   3684.489986    324.437544     352.472000     0              
LR1_2_6        16.000000      11397.086975   3694.956126    312.218599     361.626000     0              
LR1_2_6        16.000000      11377.907503   3684.489986    324.437544     355.900000     0              
LR1_2_6        16.000000      11377.907503   3684.489986    324.437544     356.391000     0              
avg            16.000000      11381.743398   3686.583214    321.993755     356.596000     0              
LR1_2_7        14.000000      9365.148524    3020.898661    302.452542     512.321000     0              
LR1_2_7        14.000000      9404.564799    3043.994262    272.582011     506.465000     0              
LR1_2_7        14.000000      9381.551061    3041.095106    258.265742     502.027000     0              
LR1_2_7        14.000000      9380.168195    3048.804539    233.754578     509.226000     0              
LR1_2_7        14.000000      9394.914513    3041.507248    270.392770     507.411000     0              
avg            14.000000      9385.269418    3039.259963    267.489529     507.490000     0              
LR1_2_8        10.000000      7885.949424    2560.174363    205.426335     752.026000     0              
LR1_2_8        10.000000      7885.949424    2560.174363    205.426335     756.840000     0              
LR1_2_8        11.000000      7852.998567    2573.729185    131.811011     731.838000     0              
LR1_2_8        10.000000      7918.934168    2571.169278    205.426335     768.174000     0              
LR1_2_8        10.000000      7921.760209    2572.111291    205.426335     741.306000     0              
avg            10.200000      7893.118358    2567.471696    190.703270     750.036000     0              
LR1_2_9        15.000000      12074.967130   3816.471070    625.553919     302.253000     0              
LR1_2_9        15.000000      12084.905706   3809.283143    657.056277     301.664000     0              
LR1_2_9        16.000000      12057.847789   3895.250801    372.095387     301.030000     0              
LR1_2_9        15.000000      12090.472447   3829.165771    602.975133     302.475000     0              
LR1_2_9        15.000000      12133.161012   3816.498629    683.665124     301.840000     0              
avg            15.200000      12088.270817   3833.333883    588.269168     301.852000     0              
Average Time: 411.3678
Fail percentage: 0
