Test Case      Vehicle        Objective      Distance       Delay          Time           Fail Num       
lr110          2.000000       196.498707     196.498707     0.000000       1.465000       0              
avg            2.000000       196.498707     196.498707     0.000000       1.465000       0              
lr111          3.000000       265.646788     254.414326     11.232462      1.229000       0              
avg            3.000000       265.646788     254.414326     11.232462      1.229000       0              
LR1_2_2        2.000000       518.822142     518.822142     0.000000       0.825000       0              
avg            2.000000       518.822142     518.822142     0.000000       0.825000       0              
LR1_2_7        1.000000       356.406622     356.406622     0.000000       2.229000       0              
avg            1.000000       356.406622     356.406622     0.000000       2.229000       0              
lr202          2.000000       211.093519     211.093519     0.000000       0.712000       0              
avg            2.000000       211.093519     211.093519     0.000000       0.712000       0              
lr203          2.000000       275.334532     275.334532     0.000000       1.001000       0              
avg            2.000000       275.334532     275.334532     0.000000       1.001000       0              
