Test Case      Vehicle        Objective      Distance       Delay          Time           Fail Num       
LR1_2_1        20.000000      4769.719534    4719.774241    49.945293      318.388000     0              
LR1_2_1        20.000000      4769.719534    4719.774241    49.945293      305.819000     0              
LR1_2_1        20.000000      4769.719534    4719.774241    49.945293      298.006000     0              
LR1_2_1        20.000000      4769.719534    4719.774241    49.945293      297.196000     0              
LR1_2_1        20.000000      4769.719534    4719.774241    49.945293      300.235000     0              
avg            20.000000      4769.719534    4719.774241    49.945293      303.928000     0              
LR1_2_10       15.000000      3376.958994    3368.703858    8.255136       452.781000     0              
LR1_2_10       15.000000      3370.479776    3362.224641    8.255136       453.789000     0              
LR1_2_10       15.000000      3378.430472    3370.175336    8.255136       460.028000     0              
LR1_2_10       15.000000      3371.440407    3364.198550    7.241857       453.992000     0              
LR1_2_10       15.000000      3375.841486    3367.586350    8.255136       447.343000     0              
avg            15.000000      3374.630227    3366.577747    8.052480       453.586000     0              
LR1_2_2        19.000000      4232.133845    4140.404700    91.729145      333.734000     0              
LR1_2_2        19.000000      4240.206785    4121.212344    118.994442     337.871000     0              
LR1_2_2        19.000000      4236.990316    4143.556854    93.433461      340.476000     0              
LR1_2_2        19.000000      4238.820867    4145.387406    93.433461      337.919000     0              
LR1_2_2        19.000000      4235.273534    4141.840073    93.433461      334.800000     0              
avg            19.000000      4236.685069    4138.480275    98.204794      336.960000     0              
LR1_2_3        15.000000      3573.999673    3476.495301    97.504372      588.640000     0              
LR1_2_3        16.000000      3539.906490    3517.056348    22.850142      556.609000     0              
LR1_2_3        16.000000      3540.140244    3488.129862    52.010383      555.924000     0              
LR1_2_3        16.000000      3526.286670    3462.317856    63.968815      566.362000     0              
LR1_2_3        16.000000      3536.232169    3459.557516    76.674653      568.962000     0              
avg            15.800000      3543.313049    3480.711377    62.601673      567.299000     0              
LR1_2_4        12.000000      2956.394851    2879.334135    77.060716      797.257000     0              
LR1_2_4        12.000000      2944.558656    2897.768536    46.790120      779.587000     0              
LR1_2_4        13.000000      2963.107142    2911.503000    51.604142      801.515000     0              
LR1_2_4        12.000000      2948.359348    2873.842247    74.517101      749.404000     0              
LR1_2_4        12.000000      2955.653569    2854.119636    101.533933     776.959000     0              
avg            12.200000      2953.614713    2883.313511    70.301202      780.944000     0              
LR1_2_5        18.000000      4228.409496    4202.824019    25.585477      378.637000     0              
LR1_2_5        18.000000      4228.409496    4202.824019    25.585477      373.743000     0              
LR1_2_5        18.000000      4228.409496    4202.824019    25.585477      371.791000     0              
LR1_2_5        18.000000      4228.409496    4202.824019    25.585477      373.785000     0              
LR1_2_5        18.000000      4228.409496    4202.824019    25.585477      365.288000     0              
avg            18.000000      4228.409496    4202.824019    25.585477      372.648000     0              
LR1_2_6        17.000000      3865.452642    3764.832391    100.620251     468.060000     0              
LR1_2_6        17.000000      3857.813877    3753.561853    104.252024     506.088000     0              
LR1_2_6        17.000000      3857.151958    3778.689744    78.462214      530.079000     0              
LR1_2_6        17.000000      3862.359697    3761.739446    100.620251     533.196000     0              
LR1_2_6        17.000000      3854.544651    3783.345809    71.198842      501.959000     0              
avg            17.000000      3859.464565    3768.433848    91.030717      507.876000     0              
LR1_2_7        15.000000      3196.047989    3166.160706    29.887283      507.584000     0              
LR1_2_7        15.000000      3196.047989    3166.160706    29.887283      505.956000     0              
LR1_2_7        15.000000      3196.047989    3166.160706    29.887283      486.612000     0              
LR1_2_7        15.000000      3196.047989    3166.160706    29.887283      497.608000     0              
LR1_2_7        15.000000      3196.047989    3166.160706    29.887283      491.236000     0              
avg            15.000000      3196.047989    3166.160706    29.887283      497.799000     0              
LR1_2_8        11.000000      2636.936563    2616.786882    20.149681      970.089000     0              
LR1_2_8        11.000000      2636.545425    2616.395744    20.149681      949.861000     0              
LR1_2_8        11.000000      2639.083331    2618.933650    20.149681      908.379000     0              
LR1_2_8        11.000000      2636.070470    2626.505246    9.565224       943.595000     0              
LR1_2_8        11.000000      2636.545425    2616.395744    20.149681      975.427000     0              
avg            11.000000      2637.036243    2619.003453    18.032790      949.470000     0              
LR1_2_9        17.000000      3997.007492    3963.489495    33.517997      360.553000     0              
LR1_2_9        17.000000      3997.007492    3963.489495    33.517997      377.219000     0              
LR1_2_9        17.000000      3998.809082    3965.291085    33.517997      354.735000     0              
LR1_2_9        17.000000      3997.007492    3963.489495    33.517997      358.152000     0              
LR1_2_9        17.000000      3997.007492    3963.489495    33.517997      368.435000     0              
avg            17.000000      3997.367810    3963.849813    33.517997      363.818000     0              
Average Time: 513.4328
Fail percentage: 0
