Test Case      Vehicle        Objective      Distance       Delay          Time           Fail Num       
lr110          16.000000      1402.427458    1386.769098    15.658360      24.671000      0              
lr110          16.000000      1402.427458    1386.769098    15.658360      20.954000      0              
lr110          16.000000      1402.427458    1386.769098    15.658360      20.919000      0              
lr110          16.000000      1402.427458    1386.769098    15.658360      20.543000      0              
lr110          16.000000      1402.427458    1386.769098    15.658360      22.034000      0              
avg            16.000000      1402.427458    1386.769098    15.658360      21.824000      0              
lr111          14.000000      1309.291140    1287.278043    22.013097      26.947000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       29.875000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       27.980000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       27.127000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       29.461000      0              
avg            13.200000      1305.794071    1296.182121    9.611950       28.278000      0              
LR1_2_2        19.000000      4261.756804    4208.294461    53.462344      132.998000     0              
LR1_2_2        19.000000      4261.756804    4208.294461    53.462344      132.363000     0              
LR1_2_2        19.000000      4261.756804    4208.294461    53.462344      129.337000     0              
LR1_2_2        19.000000      4261.756804    4208.294461    53.462344      136.263000     0              
LR1_2_2        19.000000      4261.756804    4208.294461    53.462344      135.211000     0              
avg            19.000000      4261.756804    4208.294461    53.462344      133.234000     0              
LR1_2_7        15.000000      3217.340070    3130.480174    86.859896      256.254000     0              
LR1_2_7        15.000000      3213.997285    3122.715478    91.281807      256.384000     0              
LR1_2_7        15.000000      3216.554242    3130.128153    86.426089      284.194000     0              
LR1_2_7        14.000000      3253.867169    3069.119529    184.747641     273.705000     0              
LR1_2_7        14.000000      3272.040057    3162.752426    109.287631     270.235000     0              
avg            14.600000      3234.759765    3123.039152    111.720613     268.154000     0              
lr202          6.000000       1393.335149    1377.209240    16.125910      115.293000     0              
lr202          5.000000       1393.016071    1386.134251    6.881820       101.110000     0              
lr202          5.000000       1394.032315    1370.876331    23.155984      147.459000     0              
lr202          5.000000       1394.032315    1370.876331    23.155984      129.015000     0              
lr202          6.000000       1387.375228    1364.219244    23.155984      116.102000     0              
avg            5.400000       1392.358216    1373.863079    18.495136      121.795000     0              
lr203          5.000000       1155.388981    1137.752547    17.636433      174.019000     0              
lr203          4.000000       1141.388766    1123.002958    18.385808      254.686000     0              
lr203          5.000000       1155.388981    1137.752547    17.636433      166.906000     0              
lr203          4.000000       1141.388766    1123.002958    18.385808      230.668000     0              
lr203          5.000000       1164.450291    1159.883250    4.567041       128.960000     0              
avg            4.600000       1151.601157    1136.278852    15.322305      191.047000     0              
