Test Case      Vehicle        Objective      Distance       Delay          Time           Fail Num       
lr110          16.000000      1405.692891    1390.034531    15.658360      21.518000      0              
lr110          16.000000      1405.692891    1390.034531    15.658360      21.024000      0              
lr110          15.000000      1403.407088    1371.826609    31.580479      21.656000      0              
lr110          16.000000      1402.427458    1386.769098    15.658360      21.709000      0              
lr110          15.000000      1404.290945    1388.632584    15.658360      21.601000      0              
avg            15.600000      1404.302255    1385.459471    18.842784      21.501000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       27.147000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       26.991000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       27.051000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       29.398000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       27.068000      0              
avg            13.000000      1304.919804    1298.408141    6.511663       27.531000      0              
LR1_2_2        19.000000      4268.759918    4212.393605    56.366313      140.524000     0              
LR1_2_2        19.000000      4262.864767    4206.498453    56.366313      140.691000     0              
LR1_2_2        19.000000      4284.210856    4221.175170    63.035686      140.421000     0              
LR1_2_2        19.000000      4285.781865    4225.779870    60.001995      136.371000     0              
LR1_2_2        19.000000      4287.033557    4223.997870    63.035686      135.057000     0              
avg            19.000000      4277.730193    4217.968994    59.761199      138.612000     0              
LR1_2_7        15.000000      3222.607112    3103.646831    118.960280     251.145000     0              
LR1_2_7        15.000000      3222.208932    3103.248651    118.960280     251.630000     0              
LR1_2_7        15.000000      3222.639698    3103.826899    118.812799     240.306000     0              
LR1_2_7        15.000000      3221.466117    3152.484159    68.981958      239.043000     0              
LR1_2_7        15.000000      3222.639698    3103.826899    118.812799     241.240000     0              
avg            15.000000      3222.312311    3113.406688    108.905623     244.672000     0              
lr202          5.000000       1394.359419    1371.203435    23.155984      106.744000     0              
lr202          5.000000       1395.490801    1375.081471    20.409330      116.956000     0              
lr202          6.000000       1387.375228    1364.219244    23.155984      112.497000     0              
lr202          6.000000       1396.144480    1378.578695    17.565786      125.343000     0              
lr202          6.000000       1389.893266    1377.592950    12.300316      115.848000     0              
avg            5.600000       1392.652639    1373.335159    19.317480      115.477000     0              
lr203          4.000000       1143.970514    1125.584706    18.385808      248.934000     0              
lr203          5.000000       1164.216092    1149.111822    15.104270      136.059000     0              
lr203          4.000000       1143.255678    1124.869870    18.385808      238.336000     0              
lr203          4.000000       1144.978892    1120.898247    24.080646      262.803000     0              
lr203          5.000000       1164.670503    1160.103462    4.567041       113.730000     0              
avg            4.400000       1152.218336    1136.113621    16.104715      199.972000     0              
