Test Case      Vehicle        Objective      Distance       Delay          Time           Fail Num       
lr110          16.000000      1402.427458    1386.769098    15.658360      20.164000      0              
lr110          16.000000      1406.911368    1384.085705    22.825663      20.234000      0              
lr110          16.000000      1403.216413    1388.369805    14.846608      20.162000      0              
lr110          16.000000      1403.216413    1388.369805    14.846608      20.201000      0              
lr110          16.000000      1406.481845    1391.635237    14.846608      20.210000      0              
avg            16.000000      1404.450699    1387.845930    16.604769      20.194000      0              
lr111          14.000000      1309.291140    1287.278043    22.013097      25.649000      0              
lr111          14.000000      1309.291140    1287.278043    22.013097      25.569000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       25.575000      0              
lr111          14.000000      1309.291140    1287.278043    22.013097      25.423000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       25.361000      0              
avg            13.600000      1307.542606    1291.730082    15.812524      25.515000      0              
LR1_2_2        19.000000      4261.756804    4208.294461    53.462344      130.961000     0              
LR1_2_2        19.000000      4284.210856    4221.175170    63.035686      131.055000     0              
LR1_2_2        19.000000      4262.864767    4206.498453    56.366313      130.178000     0              
LR1_2_2        19.000000      4283.417915    4220.224995    63.192920      129.532000     0              
LR1_2_2        19.000000      4267.578617    4211.212303    56.366313      131.241000     0              
avg            19.000000      4271.965792    4213.481076    58.484715      130.593000     0              
LR1_2_7        14.000000      3253.867169    3069.119529    184.747641     246.465000     0              
LR1_2_7        15.000000      3253.244492    3166.727048    86.517445      246.686000     0              
LR1_2_7        15.000000      3238.041594    3121.768069    116.273525     245.972000     0              
LR1_2_7        15.000000      3245.282811    3141.267975    104.014836     247.446000     0              
LR1_2_7        14.000000      3253.867169    3069.119529    184.747641     245.743000     0              
avg            14.600000      3248.860647    3113.600430    135.260217     246.462000     0              
lr202          5.000000       1394.032315    1370.876331    23.155984      101.060000     0              
lr202          5.000000       1394.032315    1370.876331    23.155984      102.743000     0              
lr202          6.000000       1390.827389    1378.527073    12.300316      100.054000     0              
lr202          6.000000       1395.047827    1378.953326    16.094500      100.176000     0              
lr202          5.000000       1393.796009    1386.914190    6.881820       95.230000      0              
avg            5.400000       1393.547171    1377.229450    16.317721      99.852000      0              
lr203          4.000000       1157.055988    1134.416623    22.639366      166.946000     0              
lr203          5.000000       1155.388981    1137.752547    17.636433      168.165000     0              
lr203          4.000000       1168.492812    1150.107004    18.385808      149.203000     0              
lr203          4.000000       1143.037542    1124.651734    18.385808      183.615000     0              
lr203          4.000000       1140.673930    1122.288122    18.385808      191.904000     0              
avg            4.200000       1152.929851    1133.843206    19.086645      171.966000     0              
