Test Case      Vehicle        Objective      Distance       Delay          Time           Fail Num       
lr110          16.000000      1402.427458    1386.769098    15.658360      27.876000      0              
lr110          16.000000      1402.427458    1386.769098    15.658360      21.875000      0              
lr110          16.000000      1402.427458    1386.769098    15.658360      21.688000      0              
lr110          16.000000      1402.427458    1386.769098    15.658360      21.144000      0              
lr110          16.000000      1407.420048    1392.573440    14.846608      21.330000      0              
avg            16.000000      1403.425976    1387.929966    15.496010      22.782000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       26.115000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       26.717000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       26.843000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       26.603000      0              
lr111          13.000000      1304.919804    1298.408141    6.511663       44.350000      0              
avg            13.000000      1304.919804    1298.408141    6.511663       30.125000      0              
LR1_2_2        19.000000      4261.756804    4208.294461    53.462344      171.039000     0              
LR1_2_2        19.000000      4261.756804    4208.294461    53.462344      144.054000     0              
LR1_2_2        19.000000      4261.756804    4208.294461    53.462344      127.794000     0              
LR1_2_2        19.000000      4261.756804    4208.294461    53.462344      145.149000     0              
LR1_2_2        19.000000      4261.756804    4208.294461    53.462344      138.234000     0              
avg            19.000000      4261.756804    4208.294461    53.462344      145.254000     0              
LR1_2_7        15.000000      3217.861249    3137.250457    80.610792      251.706000     0              
LR1_2_7        15.000000      3218.920792    3147.913194    71.007598      255.582000     0              
LR1_2_7        15.000000      3221.731159    3108.922187    112.808971     295.928000     0              
LR1_2_7        15.000000      3221.731159    3108.922187    112.808971     260.046000     0              
LR1_2_7        15.000000      3220.812723    3140.349413    80.463310      261.157000     0              
avg            15.000000      3220.211416    3128.671488    91.539929      264.883000     0              
lr202          6.000000       1387.375228    1364.219244    23.155984      132.331000     0              
lr202          5.000000       1394.032315    1370.876331    23.155984      113.207000     0              
lr202          5.000000       1394.032315    1370.876331    23.155984      118.427000     0              
lr202          5.000000       1396.972016    1373.816032    23.155984      126.215000     0              
lr202          5.000000       1394.032315    1370.876331    23.155984      120.409000     0              
avg            5.200000       1393.288838    1370.132854    23.155984      122.117000     0              
lr203          5.000000       1186.318296    1177.639581    8.678715       131.887000     0              
lr203          4.000000       1140.673930    1122.288122    18.385808      241.021000     0              
lr203          4.000000       1141.388766    1123.002958    18.385808      240.086000     0              
lr203          5.000000       1159.836361    1155.282301    4.554060       187.678000     0              
lr203          4.000000       1157.910689    1157.910689    0.000000       221.472000     0              
avg            4.400000       1157.225608    1147.224730    10.000878      204.428000     0              
